reviewAt,code,nickname,comment,avgScore,helpfulCount
2023.08.15,69450,sou**,카파쓰 호텔 시작에 도착할때 밖에 직접 환영학기를 위해 성격 친절하게 보였습니다! 안제나 로비에 볼때 친절하게 대화해주시고 힘든 시간때도 절 도와주고 타올 필요할때 주고 여기 진짜 너무 잘 관리하는 스테프들 계십니다! 새롭게 여자 원장님 만났는데 너무 너무 똑똑하고 저도 여자니까 서로에게 공감주는 너무 따뜻한 미소 짓는 응원해주셔서 ... 대단히 감사합니다! 쓰고 싶은거 많이 있지만 충분하지 않습니다! 다시 감사합니다!,5.0,2
2023.09.02,69450,cr4**,"직원분도 너무 친절하고 실내가 너무 깨끗하고 좋았어요 진짜 기대이상이라 꼭 재이용할 거 같아요 
어메니티도 너무 깔끔하게 나왔습니다!",5.0,0
2023.08.15,69450,sou**,대실때 너무 편리해요! 저 담배 피는 적이 없어요! 원래는 담배 남새 있었다고 직원께 말했는데요.. 직원분이 노력해주셨고 디퓨저로 해결 도와주셨어요! 인정!,5.0,0
2023.08.15,69450,sou**,지난주에 여기 계실때 태풍이 있어도 온 진동이나 문제 없었어요! 직원 라면을 전자레인지에 데워드리기를 위해 친절하게 도와주셨어요!,5.0,0
2023.07.16,69450,ys5**,늦은 일정을 마치고 피곤할 것 같아서 늦은 퇴실 예약을 했는데 입실하면서 객실 업그레이드를 바로 진행해주셨습니다. 6층도 좋았는데 8층으로 카드 키 바꿔주시면서 직원분이 “깜짝! 놀라실거예요^^” 라고 하셨는데 와우! 객실도 더 크고 욕조에서 피곤함도 풀고 좀 더 편하게 쉬고 갑니다. 다음 일정에도 꼭 방문하도록하고 입소문 내겠습니다~^^ 편안하고 좋은 시간~ 감사합니다!,5.0,0
2023.08.25,69450,kin**,"친절하시고 접근성 좋습니다.
하지만 화장실 청소상태가 좋지 않아요ㅠㅜ
바로 옆에 공사중인거 참고하시구요",4.8,0
2023.07.23,69450,sun**,"예약할때 주차가 되는룸인지 확인하고 하시면 좋을거같아요
직원분들 모두 친절하시고 화장실넓고 침구  깨끗해요
방음은 조금 안되는거같아요",5.0,0
2023.03.05,69450,big**,직원분들이 정말 친절하시고 방도 깨끗하고 고급져서 정말 좋았어요. 밤에 잘때 좀 춥긴 했지만 잘 잤습니다. 넷플릭스도 볼 수 있어서 좋았어요 다음이 또 이쪽으로 올 일 있으면 이곳으로 올 것 같아요.,4.8,1
2022.06.12,69450,fam**,좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요,5.0,0
2022.03.27,69450,swe**,직장근처라 접근성도 좋고 외관건물도 깨끗하고 좋네요. 무엇보다 노트북으로 업무 볼게 많은데 기본 룸부터도 책상이 넓고 테이블도 따로 있어서 비즈니스 용도로 참 편하게 머물다 갑니다,4.5,0
2021.07.17,69450,ado**,"금토숙박이었어요
토일은 숙소오픈해두고갔는데
토요일입실시간이 9시부터가 아니었으면
한번더 예약하고가도 좋았을것같아요
위치좋고
가격좋고
깨끗하고
다만 욕실 샤워기나 드라이기?
등은조금 낡았던것같아요",5.0,0
2019.12.18,69450,xod**,직원분들이 정말 친절해서 좋았고 다들 조식이 맛없다고 하던데 뷔페식이 아니라 정해진 음식을 줍니다. 그게 아침에 간단하게 먹기에는 정말 만족스러웠어요. 시설은 suite A를 이용했는데 넓고 티비가 정말 좋아요. 아쉬웠던 점은 처음 들어갈 때 살~짝 퀴퀴한 냄새가 나긴 했는데 이정도는 대부분 다 나는정도? 였고 청결했지만 침대에 먼지는 좀 있었어요. 화장실은 다 좋았어요~,4.5,1
2019.11.03,69450,ekd**,"이불이 너무 포근했어요! 배게는 제기준 높고 좀 딱딱했는데 이불이 포근해서 잠자리가 편했어요

조식으로 준비해주시는 음식들도 만족스러웠어요. 0번 누르고 인원파악도 해주셔서 기다리지 않고 먹을 수 있었습니다. 

전체적으로 깨끗해 편히 잘 쉬다 갑니다",5.0,1
2019.06.30,69450,hye**,"위치도 좋고 방상태도 괜찮고 조식 나오는게 너무 좋앗어요 
다만! 화장실 욕조에서 어마한 하수구 냄새가 올라와 방 전체에 냄새가 장난 아니엿어요 말씀드리니 직워분이 친절하게 방을 바로 바꿔주시긴 햇는데 거기도 욕조에서 냄새올라오는건 여전햇어요 
이것만 개선되면 가성비 아주 괜찮은곳 같습니다",4.8,1
2019.05.08,69450,ohg**,주차장이 작아보여 걱정했는데 알아서 잘 해주셔서 좋았어요 급하게 찾은 숙소여서 걱정했는데 침구부터 욕조까지 정말 다 깨끗했어요~ 늦잠을 자는 바람에 조식은 못멋어서 어떤지는 모르겠어요~,5.0,1
2019.03.02,69450,ska**,깨끗한 욕실과 편안한 침구에 너무나도 좋았습니다. 샤워기 수압이 조금 쎈편인데 개인적으로 좋았습니다~ 다만 리모컨에 욕실등 전체등이라고 써져있는데 작동은 안되더라구요 그건 좀 아쉬웠고 준비된 물과 커피가 아주 좋았습니다~,4.5,1
2019.01.23,69450,tsa**,"방이 아주 따뜻했습니다.
방으로 피자 치킨 배달서비스 이용 가능해서 좋았습니다.
넓은 욕조에 푹  잠길수 있어서 좋았습니다
조식은 심플하고소박했는데
죽이 제일 좋았어요.
식당이 좁아 많은 인원 수용이 어렵고
답답했어요",4.5,0
2019.01.21,69450,hja**,가성비 갑! 합리적인 가격에 쾌적하게 잘 묵고 왔어요~ 자느라 조식을 먹진 못 했지만 역삼에서 이 가격에 조식포함이라니! 어메니티도 맘에 들었어요~ 재방문 의사 완전 있습니다! ^^,4.5,0
